listing_id,brand,model,year,city,fuel_type,transmission,owner_number,km_driven,health_score,listing_price,is_promoted,conversion_target,ml_score,promotion_level
LID01499,Mahindra,XUV300,2016,Bengaluru,Petrol,Automatic,First,51614,0.602,759887,0,0,0.5019,Plus
LID01500,Kia,Seltos,2014,Delhi,Diesel,Automatic,First,22673,0.539,362747,0,0,0.4787,Plus
LID01501,Honda,Amaze,2013,Chennai,Petrol,Manual,First,58716,0.44,255350,1,0,0.5275,Standard
LID01502,Hyundai,Tucson,2014,Mumbai,Petrol,Manual,First,82087,0.395,210698,1,0,0.4978,Standard
LID01503,Honda,WR-V,2018,Bengaluru,Diesel,Automatic,Second,64587,0.597,595474,0,0,0.4978,Standard
LID01504,Honda,WR-V,2014,Delhi,Petrol,Manual,Second,60452,0.416,226831,1,0,0.4564,Standard
LID01505,BMW,5 Series,2010,Mumbai,Petrol,Manual,Second,38649,0.296,1019347,0,1,0.5235,Plus
LID01506,Maruti,Swift,2021,Ahmedabad,Petrol,Automatic,First,36750,0.808,513521,0,0,0.6472,Plus
LID01507,Toyota,Fortuner,2021,Bengaluru,CNG,Automatic,Second,21921,0.783,1259739,0,1,0.8489,Premium
LID01508,Hyundai,Verna,2014,Bengaluru,Petrol,Automatic,Second,50616,0.45,205328,0,0,0.4438,Standard
LID01509,Maruti,Swift,2011,Bengaluru,Petrol,Manual,Second,29235,0.346,100000,0,0,0.3128,Standard
LID01510,Maruti,Baleno,2017,Bengaluru,Petrol,Manual,Second,37348,0.651,268445,0,0,0.554,Standard
LID01511,Hyundai,Verna,2018,Chennai,Diesel,Automatic,First,42455,0.664,277412,0,0,0.5613,Standard
LID01512,Volkswagen,Vento,2019,Bengaluru,Hybrid,Manual,Second,38127,0.65,1599166,1,0,0.6675,Plus
LID01513,Maruti,Swift,2021,Kolkata,Diesel,Manual,First,60970,0.809,502230,0,1,0.8606,Plus
LID01514,Honda,WR-V,2019,Bengaluru,Diesel,Manual,Second,157940,0.428,648556,1,0,0.579,Plus
LID01515,Hyundai,i20,2023,Mumbai,Diesel,Manual,First,56925,0.87,711556,0,0,0.7072,Premium
LID01516,Kia,Seltos,2012,Pune,Electric,Automatic,Second,30872,0.454,334570,0,0,0.3069,Standard
LID01517,Maruti,Baleno,2011,Delhi,Diesel,Automatic,First,35980,0.409,100000,1,0,0.4538,Standard
LID01518,Maruti,Ciaz,2021,Delhi,Diesel,Manual,First,35596,0.787,265282,1,0,0.7334,Plus
LID01519,Maruti,WagonR,2017,Delhi,Diesel,Manual,Third,10944,0.465,266985,0,0,0.464,Standard
LID01520,Honda,Jazz,2023,Bengaluru,Electric,Automatic,First,48449,0.827,1349820,0,0,0.7132,Premium
LID01521,Tata,Tigor,2016,Hyderabad,Diesel,Automatic,First,87260,0.422,171083,0,0,0.4101,Standard
LID01522,Honda,WR-V,2020,Hyderabad,CNG,Automatic,First,56961,0.663,584675,0,0,0.6164,Standard
LID01523,Maruti,Vitara Brezza,2018,Bengaluru,Hybrid,Manual,Second,26910,0.633,387391,0,0,0.5616,Standard
LID01524,Mercedes,C-Class,2016,Bengaluru,Petrol,Automatic,Second,35740,0.474,1249131,1,1,0.785,Standard
LID01525,Ford,Figo,2021,Delhi,CNG,Automatic,Third,22759,0.593,726122,0,0,0.5702,Plus
LID01526,Tata,Harrier,2013,Kolkata,Petrol,Manual,Third,94015,0.18,172400,1,1,0.5991,Standard
LID01527,Toyota,Urban Cruiser,2018,Pune,Diesel,Manual,First,39653,0.67,918157,0,0,0.4505,Plus
LID01528,Maruti,Ciaz,2018,Bengaluru,CNG,Automatic,First,30255,0.776,266473,1,1,0.8415,Plus
LID01529,Hyundai,i20,2017,Mumbai,Petrol,Automatic,First,47857,0.701,273564,0,0,0.5816,Standard
LID01530,Mahindra,XUV300,2018,Pune,Diesel,Automatic,First,23537,0.667,820879,0,0,0.5362,Standard
LID01531,Tata,Safari,2016,Delhi,Diesel,Manual,First,18287,0.648,224350,0,0,0.4966,Standard
LID01532,Maruti,Swift,2020,Hyderabad,Petrol,Manual,First,105539,0.655,269673,1,1,0.8777,Standard
LID01533,Tata,Tiago,2015,Hyderabad,CNG,Automatic,First,13335,0.649,173801,0,1,0.7403,Standard
LID01534,Toyota,Urban Cruiser,2016,Ahmedabad,Petrol,Manual,First,10562,0.645,721053,1,1,0.7887,Standard
LID01535,Mercedes,E-Class,2021,Delhi,Petrol,Manual,Second,69004,0.628,4643097,0,1,0.7192,Premium
LID01536,Mercedes,A-Class,2013,Kolkata,CNG,Manual,First,35510,0.512,1792250,1,0,0.4633,Plus
LID01537,Honda,WR-V,2016,Bengaluru,CNG,Automatic,First,40759,0.55,257982,1,1,0.7251,Standard
LID01538,Maruti,Swift,2019,Delhi,CNG,Manual,First,49392,0.745,149685,0,0,0.602,Plus
LID01539,Maruti,Swift,2012,Bengaluru,Diesel,Automatic,First,16097,0.512,100000,1,1,0.6888,Standard
LID01540,Honda,City,2017,Mumbai,Petrol,Automatic,First,110742,0.419,543163,1,0,0.6449,Standard
LID01541,Volkswagen,Taigun,2019,Bengaluru,Petrol,Automatic,First,24764,0.762,1565125,0,1,0.8322,Plus
LID01542,Hyundai,Venue,2020,Ahmedabad,Diesel,Manual,First,45948,0.757,298459,0,1,0.7646,Plus
LID01543,Hyundai,Creta,2017,Chennai,Petrol,Manual,Second,93929,0.451,374609,0,0,0.4653,Standard
LID01544,Maruti,Baleno,2011,Bengaluru,CNG,Manual,Second,88111,0.233,100000,0,0,0.2949,Standard
LID01545,Maruti,Baleno,2023,Bengaluru,Diesel,Automatic,First,121262,0.569,291803,1,0,0.7029,Plus
LID01546,Toyota,Fortuner,2019,Pune,Diesel,Automatic,First,27265,0.73,1162850,1,1,0.9401,Plus
LID01547,Mercedes,A-Class,2016,Jaipur,Diesel,Manual,Second,142332,0.296,1195945,0,0,0.3689,Plus
LID01548,Tata,Harrier,2017,Mumbai,Petrol,Automatic,First,45308,0.639,149030,1,1,0.7955,Standard
LID01549,Kia,Carens,2013,Mumbai,Hybrid,Automatic,Third,106597,0.109,324396,0,0,0.3694,Standard
LID01550,Honda,WR-V,2010,Bengaluru,Petrol,Automatic,First,14071,0.426,167540,1,1,0.6454,Standard
LID01551,Kia,Seltos,2018,Delhi,Diesel,Manual,First,88312,0.656,479305,1,1,0.8202,Plus
LID01552,Maruti,Ciaz,2020,Delhi,Petrol,Manual,Second,77854,0.605,344350,0,0,0.5564,Plus
LID01553,Hyundai,Verna,2019,Jaipur,CNG,Manual,Third,70420,0.511,450856,1,1,0.8725,Plus
LID01554,BMW,X5,2020,Delhi,Petrol,Manual,First,78786,0.668,2191689,1,1,0.8503,Premium
LID01555,Honda,Amaze,2015,Delhi,Diesel,Automatic,First,18925,0.554,239209,0,0,0.5234,Plus
LID01556,Maruti,WagonR,2014,Delhi,Petrol,Automatic,Second,16585,0.421,183023,1,1,0.6977,Standard
LID01557,Honda,City,2020,Pune,Petrol,Automatic,First,17630,0.857,546044,0,0,0.6269,Plus
LID01558,Ford,Figo,2012,Delhi,Diesel,Automatic,First,39975,0.538,210605,0,0,0.3543,Standard
LID01559,Kia,Seltos,2017,Mumbai,Diesel,Manual,Second,43481,0.525,591638,0,0,0.5213,Plus
LID01560,Maruti,Baleno,2011,Pune,Electric,Automatic,Second,46008,0.299,126878,0,0,0.342,Standard
LID01561,Maruti,Vitara Brezza,2021,Bengaluru,Petrol,Automatic,First,110157,0.621,317203,0,1,0.8806,Plus
LID01562,Mahindra,Scorpio,2018,Mumbai,Petrol,Manual,First,54614,0.646,765337,0,0,0.5462,Plus
LID01563,Honda,Jazz,2017,Hyderabad,Hybrid,Automatic,First,55645,0.638,407039,1,1,0.8621,Standard
LID01564,Mahindra,XUV300,2015,Jaipur,Petrol,Manual,First,69852,0.518,324042,0,0,0.3789,Standard
LID01565,Mahindra,XUV300,2014,Mumbai,Diesel,Manual,First,33069,0.589,284022,1,1,0.7365,Standard
LID01566,Tata,Safari,2015,Kolkata,Diesel,Manual,First,12008,0.66,155040,0,1,0.6678,Standard
LID01567,Kia,Sonet,2017,Kolkata,Petrol,Automatic,First,20313,0.678,736084,0,0,0.5869,Plus
LID01568,Mahindra,XUV700,2015,Mumbai,Electric,Manual,First,108986,0.39,426484,0,0,0.404,Standard
LID01569,Mahindra,XUV300,2022,Delhi,Diesel,Manual,First,20149,0.902,1478226,0,1,0.8874,Plus
LID01570,Mahindra,Bolero,2022,Mumbai,Diesel,Automatic,First,129633,0.641,1117932,0,0,0.7301,Plus
LID01571,Toyota,Glanza,2019,Bengaluru,Electric,Automatic,First,80804,0.665,1135187,0,1,0.7497,Plus
LID01572,Hyundai,Verna,2013,Mumbai,Diesel,Automatic,Third,15564,0.371,201470,0,0,0.3753,Standard
LID01573,Ford,Aspire,2011,Chennai,Diesel,Manual,Second,54988,0.327,173615,0,0,0.2904,Standard
LID01574,Maruti,Ciaz,2018,Pune,Diesel,Manual,First,47100,0.555,329913,0,0,0.5328,Standard
LID01575,Maruti,Ciaz,2011,Ahmedabad,Petrol,Manual,First,94461,0.284,105041,0,0,0.3029,Standard
LID01576,Hyundai,i20,2020,Chennai,Diesel,Manual,First,45520,0.845,555770,0,0,0.6634,Plus
LID01577,Hyundai,Tucson,2022,Delhi,Hybrid,Manual,Third,34274,0.673,713263,0,0,0.7168,Plus
LID01578,Tata,Safari,2015,Bengaluru,Diesel,Manual,First,57600,0.473,186545,0,0,0.412,Standard
LID01579,Ford,Aspire,2022,Chennai,Diesel,Automatic,Third,62183,0.594,979884,1,0,0.6539,Plus
LID01580,Maruti,Swift,2018,Pune,Petrol,Automatic,Second,48233,0.545,274863,0,0,0.5082,Standard
LID01581,Tata,Tiago,2013,Pune,Diesel,Manual,Second,27658,0.398,119331,0,0,0.3583,Standard
LID01582,Tata,Nexon,2023,Chennai,Electric,Manual,Second,73171,0.687,657472,0,1,0.8085,Plus
LID01583,Honda,City,2016,Mumbai,Diesel,Manual,Third,78829,0.314,465247,0,0,0.4368,Standard
LID01584,BMW,X3,2022,Ahmedabad,Diesel,Automatic,First,60220,0.767,5100608,1,0,0.6015,Premium
LID01585,BMW,5 Series,2017,Delhi,Petrol,Automatic,First,64865,0.587,1250886,0,0,0.5534,Plus
LID01586,Kia,Carens,2014,Chennai,Petrol,Automatic,First,112524,0.395,430567,0,1,0.6437,Standard
LID01587,Maruti,Vitara Brezza,2012,Kolkata,Diesel,Automatic,First,84128,0.313,153029,0,0,0.404,Standard
LID01588,Maruti,Ciaz,2012,Jaipur,Petrol,Automatic,First,64309,0.362,100000,0,0,0.3279,Standard
LID01589,Honda,City,2022,Pune,Diesel,Manual,Second,15119,0.851,954842,0,0,0.7825,Premium
LID01590,Mercedes,E-Class,2015,Delhi,Petrol,Manual,First,60958,0.464,2222475,1,0,0.5228,Plus
LID01591,Toyota,Fortuner,2016,Delhi,Diesel,Automatic,Second,34885,0.56,421906,0,1,0.6842,Plus
LID01592,Honda,Jazz,2023,Kolkata,Petrol,Manual,First,65652,0.827,802766,0,0,0.6867,Premium
LID01593,Maruti,Swift,2018,Hyderabad,Diesel,Manual,Second,13633,0.704,209126,0,0,0.5553,Standard
LID01594,BMW,3 Series,2023,Hyderabad,Petrol,Automatic,Third,43568,0.739,6305036,1,1,0.9117,Plus
LID01595,Honda,Jazz,2015,Mumbai,Diesel,Manual,First,33259,0.616,336021,0,1,0.6691,Standard
LID01596,Ford,Aspire,2020,Pune,Diesel,Manual,Third,69126,0.513,715508,0,1,0.7432,Plus
LID01597,Honda,CR-V,2016,Kolkata,Petrol,Automatic,First,80059,0.553,322624,0,0,0.4664,Standard
LID01598,Maruti,Vitara Brezza,2020,Kolkata,Petrol,Manual,First,59643,0.716,361985,1,1,0.9343,Standard
LID01599,Ford,Aspire,2020,Bengaluru,CNG,Manual,First,36404,0.643,530325,0,1,0.8579,Standard
LID01600,Honda,Amaze,2016,Chennai,Petrol,Manual,Third,55581,0.396,272793,1,1,0.7017,Standard
LID01601,Mahindra,XUV700,2023,Mumbai,Electric,Automatic,Second,14378,0.883,2203164,1,1,0.9972,Premium
LID01602,Ford,EcoSport,2016,Jaipur,Hybrid,Manual,Second,21894,0.47,220197,1,0,0.5611,Standard
LID01603,Tata,Harrier,2019,Hyderabad,Petrol,Manual,Second,22922,0.629,222549,0,0,0.603,Standard
LID01604,Tata,Tigor,2016,Hyderabad,Petrol,Automatic,First,15382,0.604,249489,1,0,0.5654,Standard
LID01605,Maruti,Vitara Brezza,2023,Bengaluru,Petrol,Automatic,First,51109,0.871,717370,0,0,0.7157,Plus
LID01606,Hyundai,Creta,2021,Ahmedabad,Petrol,Automatic,First,75016,0.738,303159,0,1,0.8384,Standard
LID01607,Mahindra,XUV300,2021,Delhi,Electric,Automatic,First,45780,0.788,1741952,0,1,0.8321,Premium
LID01608,Maruti,Vitara Brezza,2011,Jaipur,Petrol,Automatic,Second,87801,0.247,131537,1,1,0.541,Standard
LID01609,Maruti,Baleno,2020,Ahmedabad,Diesel,Automatic,First,82373,0.684,272993,0,1,0.7466,Standard
LID01610,Mahindra,Thar,2018,Hyderabad,Diesel,Manual,Second,29477,0.6,967420,1,0,0.5723,Standard
LID01611,Hyundai,i20,2018,Delhi,Electric,Automatic,First,39687,0.668,387961,1,0,0.6765,Plus
LID01612,Tata,Tigor,2016,Kolkata,Diesel,Automatic,First,24497,0.576,283677,0,0,0.4783,Standard
LID01613,Maruti,Baleno,2016,Pune,Petrol,Manual,First,45862,0.563,254585,0,0,0.5486,Standard
LID01614,Maruti,Vitara Brezza,2022,Delhi,CNG,Manual,First,163603,0.679,494939,0,0,0.6766,Plus
LID01615,Maruti,Vitara Brezza,2019,Mumbai,Diesel,Manual,First,38210,0.809,333656,0,1,0.8394,Plus
LID01616,Maruti,Vitara Brezza,2022,Hyderabad,Diesel,Manual,First,50550,0.757,639457,1,0,0.7407,Plus
LID01617,Honda,City,2017,Hyderabad,Diesel,Automatic,First,84998,0.452,492064,0,0,0.4839,Standard
LID01618,Ford,Endeavour,2022,Mumbai,CNG,Manual,Third,23049,0.703,735284,0,0,0.5823,Plus
LID01619,Tata,Nexon,2012,Delhi,Diesel,Automatic,First,68063,0.45,109688,0,0,0.4234,Standard
LID01620,Maruti,Swift,2014,Chennai,Electric,Automatic,Third,22340,0.399,159466,0,0,0.3676,Standard
LID01621,Hyundai,Verna,2019,Bengaluru,Diesel,Manual,First,27763,0.813,522121,0,0,0.6855,Plus
LID01622,Maruti,WagonR,2017,Bengaluru,CNG,Automatic,First,41571,0.657,241525,0,1,0.7695,Standard
LID01623,Mahindra,XUV300,2015,Bengaluru,CNG,Manual,First,115892,0.423,259851,0,0,0.3773,Standard
LID01624,Hyundai,Verna,2012,Delhi,Diesel,Automatic,Second,44627,0.323,100000,0,0,0.3311,Standard
LID01625,BMW,3 Series,2021,Bengaluru,Petrol,Manual,First,56628,0.859,4744176,1,1,0.8738,Premium
LID01626,Hyundai,Verna,2020,Mumbai,Petrol,Automatic,Second,203008,0.503,284989,0,0,0.6505,Standard
LID01627,Ford,EcoSport,2020,Ahmedabad,Electric,Manual,Second,22848,0.75,837041,0,0,0.5784,Plus
LID01628,Maruti,Vitara Brezza,2012,Bengaluru,Petrol,Automatic,Second,95533,0.221,100000,0,0,0.337,Standard
LID01629,Hyundai,Creta,2018,Ahmedabad,Diesel,Manual,First,27377,0.717,319644,1,1,0.9036,Standard
LID01630,Maruti,Ciaz,2018,Kolkata,Hybrid,Manual,First,59071,0.647,233631,0,1,0.7888,Standard
LID01631,Maruti,Ciaz,2022,Mumbai,Diesel,Manual,First,133064,0.591,441164,0,0,0.5855,Standard
LID01632,Mahindra,XUV300,2010,Mumbai,Petrol,Manual,First,33324,0.381,134266,1,0,0.4237,Standard
LID01633,Honda,Amaze,2021,Chennai,Diesel,Manual,First,30725,0.851,476735,1,0,0.7409,Plus
LID01634,Mercedes,C-Class,2020,Mumbai,Diesel,Manual,First,68255,0.798,5234968,1,0,0.7085,Premium
LID01635,Tata,Safari,2016,Mumbai,Diesel,Manual,Second,146677,0.328,309514,0,1,0.6059,Standard
LID01636,Mahindra,Thar,2021,Chennai,Diesel,Automatic,First,144545,0.581,1363030,0,0,0.5714,Plus
LID01637,Maruti,Vitara Brezza,2023,Delhi,Diesel,Automatic,First,28860,0.987,555383,0,0,0.7835,Plus
LID01638,Tata,Nexon,2018,Mumbai,Petrol,Manual,Second,84691,0.503,341439,1,1,0.811,Standard
LID01639,Honda,Amaze,2011,Delhi,Petrol,Manual,First,77181,0.289,143458,0,0,0.2267,Standard
LID01640,Tata,Safari,2018,Bengaluru,Diesel,Manual,First,120433,0.473,294482,0,1,0.7917,Standard
LID01641,BMW,3 Series,2017,Delhi,Petrol,Manual,First,61695,0.704,2177532,1,0,0.5696,Premium
LID01642,Hyundai,Verna,2019,Mumbai,Petrol,Automatic,Second,201275,0.377,359305,0,0,0.5642,Plus
LID01643,Tata,Safari,2019,Mumbai,Petrol,Manual,Second,27751,0.678,311865,0,0,0.5903,Standard
LID01644,Tata,Nexon,2022,Chennai,Diesel,Automatic,First,75043,0.767,707155,0,0,0.6661,Plus
LID01645,Maruti,Swift,2013,Hyderabad,Petrol,Manual,First,32361,0.56,131596,0,0,0.4776,Standard
LID01646,Kia,Carens,2022,Delhi,Petrol,Automatic,Second,48145,0.711,1254362,0,0,0.6233,Premium
LID01647,Hyundai,Creta,2017,Bengaluru,Petrol,Automatic,Second,12532,0.62,172534,0,0,0.5185,Plus
LID01648,Hyundai,i20,2020,Bengaluru,Diesel,Automatic,First,121447,0.589,542321,1,0,0.6386,Plus
LID01649,Hyundai,Creta,2016,Bengaluru,Diesel,Manual,First,77936,0.513,166371,0,1,0.6787,Standard
LID01650,Tata,Nexon,2016,Chennai,Petrol,Manual,Third,31901,0.44,225445,1,1,0.7329,Standard
LID01651,Kia,Sonet,2015,Chennai,Electric,Automatic,Third,72870,0.326,514434,0,0,0.421,Standard
LID01652,Honda,WR-V,2015,Kolkata,Diesel,Manual,First,129414,0.321,345050,0,1,0.5437,Standard
LID01653,Toyota,Glanza,2018,Kolkata,Diesel,Manual,First,68150,0.597,379276,0,0,0.5739,Standard
LID01654,Maruti,Vitara Brezza,2019,Pune,Petrol,Manual,First,37698,0.746,279645,0,0,0.6047,Standard
LID01655,Tata,Tiago,2020,Mumbai,Diesel,Automatic,First,58282,0.749,484539,1,1,0.9266,Standard
LID01656,Hyundai,Tucson,2021,Pune,Electric,Automatic,Second,60542,0.742,528036,1,0,0.7251,Plus
LID01657,Maruti,Ciaz,2019,Chennai,Petrol,Automatic,Second,48711,0.669,201503,1,1,0.8377,Standard
LID01658,Toyota,Fortuner,2019,Delhi,Petrol,Automatic,Second,85097,0.587,920175,0,0,0.507,Premium
LID01659,Tata,Harrier,2015,Pune,Petrol,Automatic,Second,78003,0.381,198780,0,0,0.444,Standard
LID01660,Mercedes,A-Class,2019,Kolkata,Petrol,Automatic,First,22672,0.696,4958957,0,1,0.783,Plus
LID01661,Hyundai,Venue,2017,Kolkata,Petrol,Manual,Third,82355,0.39,175028,0,0,0.4359,Standard
LID01662,Hyundai,i20,2018,Hyderabad,Diesel,Automatic,First,26273,0.696,485417,1,1,0.8345,Standard
LID01663,Mahindra,Bolero,2020,Jaipur,CNG,Manual,Third,36565,0.667,948737,0,1,0.7801,Plus
LID01664,Tata,Harrier,2015,Delhi,Petrol,Automatic,Second,33260,0.464,121321,0,0,0.4762,Standard
LID01665,Toyota,Glanza,2022,Delhi,Petrol,Manual,First,77396,0.799,1555051,0,0,0.6575,Premium
LID01666,Maruti,Ciaz,2022,Bengaluru,Diesel,Manual,First,41898,0.834,439514,0,0,0.6233,Plus
LID01667,Ford,EcoSport,2017,Mumbai,Petrol,Manual,Second,46462,0.531,285712,0,1,0.74,Standard
LID01668,Toyota,Fortuner,2019,Ahmedabad,Diesel,Manual,Second,37892,0.612,516125,0,1,0.8455,Plus
LID01669,Tata,Nexon,2014,Mumbai,Petrol,Automatic,First,37913,0.489,168532,1,1,0.7365,Standard
LID01670,Toyota,Urban Cruiser,2015,Delhi,Hybrid,Manual,First,24396,0.662,382614,0,0,0.4815,Plus
LID01671,Hyundai,Venue,2022,Bengaluru,Petrol,Automatic,Second,153809,0.545,525215,0,1,0.7692,Plus
LID01672,Maruti,Baleno,2022,Mumbai,Petrol,Manual,First,58382,0.843,600849,0,0,0.669,Plus
LID01673,Hyundai,Verna,2018,Hyderabad,Petrol,Automatic,First,19591,0.799,250096,1,0,0.6922,Standard
LID01674,Maruti,WagonR,2020,Chennai,Diesel,Automatic,First,76555,0.642,199348,1,0,0.6185,Standard
LID01675,Hyundai,Verna,2016,Delhi,Petrol,Manual,Second,59194,0.533,222295,0,1,0.6903,Standard
LID01676,Mercedes,GLE,2011,Bengaluru,Petrol,Automatic,Second,115055,0.074,798620,0,0,0.2801,Standard
LID01677,Honda,Jazz,2015,Bengaluru,Diesel,Automatic,First,91418,0.447,447460,0,1,0.6185,Standard
LID01678,Mahindra,XUV300,2013,Bengaluru,Diesel,Manual,Second,39496,0.448,396981,0,0,0.4366,Standard
LID01679,Tata,Nexon,2020,Bengaluru,Petrol,Automatic,First,193815,0.564,461606,0,0,0.5477,Standard
LID01680,Honda,Jazz,2023,Hyderabad,Diesel,Automatic,First,143288,0.576,624955,1,1,0.8437,Plus
LID01681,Honda,CR-V,2019,Pune,Petrol,Manual,First,45797,0.715,372329,0,0,0.5962,Standard
LID01682,Mahindra,XUV300,2014,Bengaluru,Electric,Automatic,First,31320,0.515,659211,1,1,0.7247,Plus
LID01683,Honda,City,2022,Pune,Diesel,Manual,First,14964,0.914,846269,1,0,0.7917,Premium
LID01684,Maruti,Swift,2019,Hyderabad,Petrol,Manual,First,50671,0.669,365332,0,0,0.6622,Standard
LID01685,Tata,Tiago,2011,Bengaluru,Petrol,Manual,Third,40137,0.164,117209,0,0,0.2327,Standard
LID01686,Ford,Figo,2020,Kolkata,Diesel,Automatic,Second,33760,0.626,696125,1,1,0.9578,Standard
LID01687,Tata,Nexon,2018,Mumbai,CNG,Automatic,First,53940,0.657,366122,1,1,0.8406,Plus
LID01688,Mahindra,Bolero,2019,Mumbai,Diesel,Manual,First,21676,0.746,641184,0,1,0.7603,Plus
LID01689,Honda,Jazz,2019,Chennai,Petrol,Automatic,First,17074,0.794,426896,0,0,0.6244,Plus
LID01690,Tata,Tiago,2014,Bengaluru,Petrol,Manual,First,191847,0.347,114644,0,0,0.3793,Standard
LID01691,Honda,City,2017,Chennai,Electric,Automatic,First,54601,0.681,547544,0,0,0.6401,Standard
LID01692,Kia,Sonet,2014,Delhi,Diesel,Manual,Third,35772,0.346,465518,0,0,0.3502,Standard
LID01693,Hyundai,Tucson,2020,Mumbai,Electric,Manual,First,79792,0.78,708912,0,0,0.6485,Premium
LID01694,Maruti,Baleno,2019,Delhi,Diesel,Manual,Second,76610,0.602,385848,0,0,0.5229,Standard
LID01695,Mahindra,Thar,2015,Pune,Diesel,Automatic,First,35830,0.499,416387,0,0,0.4254,Standard
LID01696,Ford,Aspire,2023,Delhi,Diesel,Automatic,Second,61188,0.773,625386,0,0,0.6393,Plus
LID01697,BMW,X5,2014,Mumbai,Diesel,Automatic,Second,40092,0.455,1987750,0,1,0.5707,Plus
LID01698,Honda,WR-V,2020,Bengaluru,Petrol,Automatic,First,82565,0.691,409562,0,0,0.6458,Plus
LID01699,Toyota,Urban Cruiser,2018,Ahmedabad,Diesel,Automatic,Third,127625,0.274,468423,0,0,0.4882,Standard
LID01700,Mahindra,XUV700,2015,Bengaluru,Electric,Automatic,First,38830,0.573,682028,1,1,0.6987,Plus
LID01701,Mercedes,C-Class,2019,Bengaluru,Petrol,Manual,Second,68356,0.553,3297625,0,0,0.5298,Premium
LID01702,Tata,Safari,2019,Hyderabad,CNG,Automatic,First,35335,0.753,290022,0,0,0.6585,Plus
LID01703,Toyota,Urban Cruiser,2021,Bengaluru,Diesel,Automatic,First,44499,0.86,1054064,0,1,0.9137,Premium
LID01704,Tata,Safari,2014,Mumbai,Diesel,Manual,First,62117,0.494,194744,1,1,0.7041,Standard
LID01705,Mahindra,Scorpio,2020,Hyderabad,Diesel,Automatic,First,145590,0.49,807441,0,0,0.5236,Standard
LID01706,Ford,EcoSport,2017,Delhi,Petrol,Manual,First,75436,0.58,323610,0,1,0.7248,Standard
LID01707,Maruti,Ciaz,2020,Delhi,CNG,Automatic,First,67519,0.632,335739,1,1,0.8376,Standard
LID01708,Hyundai,Tucson,2015,Kolkata,Electric,Automatic,First,59649,0.528,347732,1,0,0.5127,Standard
LID01709,Honda,City,2016,Hyderabad,Petrol,Manual,First,12983,0.695,266596,1,1,0.8588,Standard
LID01710,Tata,Nexon,2018,Hyderabad,Petrol,Manual,Third,31960,0.544,220312,0,0,0.5199,Standard
LID01711,BMW,X1,2017,Delhi,Petrol,Automatic,First,68034,0.572,2034078,0,1,0.6673,Plus
LID01712,Hyundai,Tucson,2011,Hyderabad,Electric,Automatic,First,106721,0.23,164342,0,0,0.3265,Standard
LID01713,Hyundai,i20,2019,Hyderabad,Electric,Automatic,Third,36268,0.622,442914,0,0,0.5667,Standard
LID01714,Volkswagen,Polo,2018,Bengaluru,Petrol,Manual,Second,72145,0.657,736524,0,0,0.6248,Plus
LID01715,Maruti,Baleno,2016,Hyderabad,Diesel,Automatic,Second,86026,0.351,256625,0,0,0.4145,Standard
LID01716,Kia,Sonet,2020,Delhi,CNG,Automatic,Second,76772,0.586,491140,0,0,0.5854,Plus
LID01717,Ford,EcoSport,2020,Mumbai,Petrol,Manual,Second,59908,0.713,656240,0,0,0.5923,Standard
LID01718,BMW,X5,2015,Delhi,Petrol,Automatic,First,54669,0.622,1299967,0,0,0.5657,Plus
LID01719,Tata,Harrier,2021,Chennai,Petrol,Manual,Second,44342,0.773,522309,0,1,0.8645,Plus
LID01720,Mercedes,C-Class,2017,Ahmedabad,Petrol,Automatic,First,20453,0.648,2350482,1,0,0.5697,Plus
LID01721,Honda,WR-V,2014,Chennai,Diesel,Automatic,First,92291,0.39,186885,0,0,0.4358,Standard
LID01722,Mahindra,XUV700,2014,Delhi,Petrol,Manual,First,63481,0.542,337581,0,1,0.7564,Standard
LID01723,Kia,Carnival,2016,Delhi,Petrol,Automatic,First,17638,0.671,378449,0,1,0.7419,Plus
LID01724,Maruti,Swift,2017,Mumbai,Diesel,Automatic,Second,14996,0.553,299207,1,1,0.7928,Standard
LID01725,Honda,City,2019,Kolkata,Petrol,Manual,First,45896,0.721,529529,0,0,0.571,Standard
LID01726,Tata,Safari,2018,Bengaluru,Petrol,Automatic,First,36598,0.575,258634,0,0,0.5221,Plus
LID01727,Hyundai,Tucson,2017,Delhi,Diesel,Automatic,First,39943,0.627,284062,0,1,0.8325,Standard
LID01728,BMW,5 Series,2015,Delhi,Diesel,Manual,Third,20052,0.443,1127677,0,0,0.4153,Plus
LID01729,Hyundai,Venue,2019,Ahmedabad,CNG,Manual,Second,149889,0.389,362394,1,0,0.5898,Standard
LID01730,Tata,Safari,2020,Mumbai,Diesel,Manual,First,21923,0.873,260521,0,0,0.6035,Plus
LID01731,Tata,Tigor,2023,Delhi,Petrol,Automatic,Second,64420,0.639,651813,0,1,0.8283,Plus
LID01732,Tata,Safari,2020,Pune,Petrol,Manual,Second,44419,0.635,519030,1,1,0.9038,Standard
LID01733,Maruti,Baleno,2014,Chennai,Diesel,Manual,First,59635,0.49,166650,1,0,0.4718,Standard
LID01734,Tata,Nexon,2014,Mumbai,Diesel,Manual,Third,35489,0.327,243427,1,1,0.6629,Standard
LID01735,Maruti,Ciaz,2015,Delhi,Petrol,Manual,First,29870,0.591,100000,0,0,0.4338,Standard
